id,name,variant,price,brand,image_name,image_url,category
UB0UB003920SU,zweier-Pack Slips aus Stretch-Baumwolle,"desert sky, white",19.9,tommy hilfiger,UB0UB00392_0SU_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UB0UB00392_0SU_main?$main$,Unterwäsche
UG0UG004630UZ,zweier-Pack Slips aus Stretch-Baumwolle,"primary red, desert sky",24.9,tommy hilfiger,UG0UG00463_0UZ_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00463_0UZ_main?$main$,Unterwäsche
09A3423001200,zweier-Pack Sneakersocken,black,10.0,tommy hilfiger,09A3423001_200_main,https://tommy-europe.scene7.com/is/image/TommyEurope/09A3423001_200_main?$main$,Schuhe
E5A1301390563,zweier-Pack Sneakersocken,midnight blue,8.0,tommy hilfiger,E5A1301390_563_main,https://tommy-europe.scene7.com/is/image/TommyEurope/E5A1301390_563_main?$main$,Schuhe
S100002661002,zweier-Pack Sneakersocken mit Birdseye-Muster,light blue,10.0,tommy hilfiger,S100002661_002_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002661_002_main?$main$,Schuhe
S100002211001,zweier-Pack Sneakersocken mit Breton-Streifen,white,10.0,tommy hilfiger,S100002211_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002211_001_main?$main$,Schuhe
S100002327002,zweier-Pack Sneakersocken mit Color Block-Design,blue combo,8.0,tommy hilfiger,S100002327_002_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002327_002_main?$main$,Schuhe
S100002659001,zweier-Pack Sneakersocken mit Flag,white,10.0,tommy hilfiger,S100002659_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002659_001_main?$main$,Schuhe
S100002658003,zweier-Pack Sneakersocken mit Logo,tommy original,10.0,tommy hilfiger,S100002658_003_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002658_003_main?$main$,Schuhe
S100002386005,zweier-Pack Sneakersocken mit Ombré-Design,black,10.0,tommy hilfiger,S100002386_005_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002386_005_main?$main$,Schuhe
S100002317001,zweier-Pack Sneakersocken mit Signatur-Logo,tommy original,8.0,tommy hilfiger,S100002317_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002317_001_main?$main$,Schuhe
S100002312001,zweier-Pack Sneakersocken mit Streifen,tommy original,8.0,tommy hilfiger,S100002312_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002312_001_main?$main$,Schuhe
S100002308001,zweier-Pack Sneakersocken,tommy original,8.0,tommy hilfiger,S100002308_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002308_001_main?$main$,Schuhe
S100002310001,zweier-Pack Sneakersocken,tommy original,8.0,tommy hilfiger,S100002310_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002310_001_main?$main$,Schuhe
SOM3820240200,zweier-Pack Sneakersocken,black,10.0,tommy hilfiger,SOM3820240_200_main,https://tommy-europe.scene7.com/is/image/TommyEurope/SOM3820240_200_main?$main$,Schuhe
1MA1371221200,zweier-Pack Socken aus Stretch-Baumwollmix,black,12.0,tommy hilfiger,1MA1371221_200_main,https://tommy-europe.scene7.com/is/image/TommyEurope/1MA1371221_200_main?$main$,Socken
S100002649004,zweier-Pack Socken in Birdseye-Strick,black,13.0,tommy hilfiger,S100002649_004_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002649_004_main?$main$,Socken
S100002322002,zweier-Pack Socken mit Bogenkanten-Bündchen,white,7.0,tommy hilfiger,S100002322_002_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002322_002_main?$main$,Socken
S100002320001,zweier-Pack Socken mit Logo-Bündchen,tommy original,7.0,tommy hilfiger,S100002320_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002320_001_main?$main$,Socken
S100002676005,zweier-Pack Socken mit Logo,white,13.0,tommy hilfiger,S100002676_005_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002676_005_main?$main$,Socken
S100002318001,zweier-Pack Socken mit Rüschen-Bündchen,tommy original,9.0,tommy hilfiger,S100002318_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002318_001_main?$main$,Socken
S100000816085,zweier-Pack Socken mit Stars'n'Stripes-Print,tommy original,9.0,tommy hilfiger,S100000816_085_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100000816_085_main?$main$,Socken
S100002655005,zweier-Pack Socken mit Strukturstrick,black,13.0,tommy hilfiger,S100002655_005_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002655_005_main?$main$,Socken
S100000398001,zweier-Pack sportliche Socken,white,13.0,tommy hilfiger,S100000398_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100000398_001_main?$main$,Socken
S100000807001,zweier-Pack Sportsocken,tommy original,9.0,tommy hilfiger,S100000807_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100000807_001_main?$main$,Socken
S100002309001,zweier-Pack Sportsocken,tommy original,10.0,tommy hilfiger,S100002309_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002309_001_main?$main$,Socken
SOU3740100200,zweier-Pack Sportsocken,black,9.0,tommy hilfiger,SOU3740100_200_main,https://tommy-europe.scene7.com/is/image/TommyEurope/SOU3740100_200_main?$main$,Socken
UG0UG004810XB,zweier-Pack T-Shirts aus Bio-Baumwolle,"luminous blue, primary yellow",29.9,tommy hilfiger,UG0UG00481_0XB_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00481_0XB_main?$main$,Oberteile
UG0UG004700UW,zweier-Pack Tanktops aus Bio-Baumwolle,"pale pink, white",22.9,tommy hilfiger,UG0UG00470_0UW_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00470_0UW_main?$main$,Tops
UB0UB003750VB,zweier-Pack Tops aus Bio-Baumwolle,"white, medium grey htr",22.9,tommy hilfiger,UB0UB00375_0VB_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UB0UB00375_0VB_main?$main$,Tops
S100000403008,zweier-Pack unsichtbare Mid Cut Füßlinge,lime,10.0,tommy hilfiger,S100000403_008_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100000403_008_main?$main$,Socken
S100000402001,zweier-Pack unsichtbare Sneakersocken,white,10.0,tommy hilfiger,S100000402_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100000402_001_main?$main$,Schuhe
UG0UG004870TZ,zweier-Pack Unterhosen mit Streifen,"klu, fresh, stripe, primary green",21.9,tommy hilfiger,UG0UG00487_0TZ_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UG0UG00487_0TZ_main?$main$,Unterwäsche
S100002650002,zweier-Pack Varsity Socken,navy,13.0,tommy hilfiger,S100002650_002_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002650_002_main?$main$,Socken
S100001495010,zweier-Pack verstärkte Argyle-Socken,"navy, red",13.0,tommy hilfiger,S100001495_010_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100001495_010_main?$main$,Socken
S100000400001,zweier-Pack Vintage-Socken,white,13.0,tommy hilfiger,S100000400_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100000400_001_main?$main$,Socken
1U87903766904,dreier-Pack Baumwollslips,"multi, peacoat",39.9,tommy hilfiger,1U87903766_904_main,https://tommy-europe.scene7.com/is/image/TommyEurope/1U87903766_904_main?$main$,Unterwäsche
UM0UM00010004,dreier-Pack Boxer-Shorts aus Stretch-Baumwolle,grey heather,39.9,tommy hilfiger,UM0UM00010_004_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UM0UM00010_004_main?$main$,Hosen
UM0UM016430U8,dreier-Pack Boxer-Slips aus Baumwolle,"white, countryclub, summit",39.9,tommy hilfiger,UM0UM01643_0U8_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UM0UM01643_0U8_main?$main$,Unterwäsche
UM0UM022030WS,dreier-Pack Essential Trunks mit Logo,"white, desert sky, primary red",39.9,tommy hilfiger,UM0UM02203_0WS_main,https://tommy-europe.scene7.com/is/image/TommyEurope/UM0UM02203_0WS_main?$main$,Unterwäsche
S100002405001,dreier-Pack gemusterte Socken in Geschenkbox,white,20.0,tommy hilfiger,S100002405_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002405_001_main?$main$,Socken
S100002978001,dreier-Pack gerippte Socken mit Flag,white,30.0,tommy hilfiger,S100002978_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002978_001_main?$main$,Socken
S100002326001,dreier-Pack gestreifte Socken im Geschenkset,tommy original,12.0,tommy hilfiger,S100002326_001_main,https://tommy-europe.scene7.com/is/image/TommyEurope/S100002326_001_main?$main$,Socken
